index,Order ID,Product Name,Discount per product,Total revenue before discount,Total quantity,Category
4528,ES-2014-1779830,"Cisco Audio Dock, with Caller ID",12,109,1,Technology
4529,ES-2014-1783355,"HP Fax and Copier, High-Speed",19.5,120,2,Technology
4530,ES-2014-1808409,"Ikea Stackable Bookrack, Metal",0,366,3,Furniture
4531,ES-2014-1808409,"Hon File Folder Labels, Laser Printer Compatible",0,26,3,Office Supplies
4532,ES-2014-1808409,"Hewlett Ink, Laser",0,446,3,Technology
4533,ES-2014-1817870,"Rogers Folders, Wire Frame",3,54,2,Office Supplies
4534,ES-2014-1822203,"Xerox Note Cards, Premium",0,132,5,Office Supplies
4535,ES-2014-1831907,"Ibico Binder, Economy",0,46,3,Office Supplies
4536,ES-2014-1833179,"Boston Highlighters, Blue",0,94,5,Office Supplies
4537,ES-2014-1833179,"GlobeWeis Business Envelopes, Recycled",0,65,4,Office Supplies
4538,ES-2014-1834054,"BIC Highlighters, Easy-Erase",0,77,4,Office Supplies
4539,ES-2014-1834054,"Jiffy Peel and Seal, Set of 50",0,40,2,Office Supplies
4540,ES-2014-1834054,"Eldon File Cart, Single Width",3,578,5,Office Supplies
4541,ES-2014-1848240,"Fellowes File Cart, Blue",0,412,3,Office Supplies
4542,ES-2014-1848240,"Panasonic Card Printer, Wireless",0,174,1,Technology
4543,ES-2014-1854100,"Sauder Classic Bookcase, Traditional",0,1308,3,Furniture
4544,ES-2014-1854100,"Harbour Creations Swivel Stool, Red",18,216,3,Furniture
4545,ES-2014-1854100,"Hon Rocking Chair, Black",18,154,3,Furniture
4546,ES-2014-1854100,"Xerox Parchment Paper, Premium",0,40,3,Office Supplies
4547,ES-2014-1854100,"Epson Receipt Printer, Wireless",12,351,5,Technology
4548,ES-2014-1855692,"Sanford Pens, Easy-Erase",0,23,2,Office Supplies
4549,ES-2014-1855692,"Novimex Color Coded Labels, Laser Printer Compatible",0,112,9,Office Supplies
4550,ES-2014-1855692,"Enermax Flash Drive, Bluetooth",0,291,7,Technology
4551,ES-2014-1856774,"BIC Canvas, Easy-Erase",0,108,2,Office Supplies
4552,ES-2014-1856774,"Wilson Jones Binder, Clear",0,37,3,Office Supplies
4553,ES-2014-1856946,"Ibico Hole Reinforcements, Economy",0,56,8,Office Supplies
4554,ES-2014-1856946,"Stockwell Rubber Bands, Metal",0,49,3,Office Supplies
4555,ES-2014-1867993,"Accos Thumb Tacks, 12 Pack",0,26,2,Office Supplies
4556,ES-2014-1871238,"Smead Box, Blue",3,10,1,Office Supplies
4557,ES-2014-1871238,"Canon Personal Copier, Laser",0,285,2,Technology
4558,ES-2014-1872015,"Binney & Smith Highlighters, Easy-Erase",0,34,2,Office Supplies
4559,ES-2014-1873734,"Rubbermaid Clock, Durable",0,94,2,Furniture
4560,ES-2014-1874741,"Hamilton Beach Coffee Grinder, Red",3,154,4,Office Supplies
4561,ES-2014-1876230,"Cuisinart Toaster, Silver",15,81,3,Office Supplies
4562,ES-2014-1876230,"Motorola Signal Booster, Cordless",15,657,9,Technology
4563,ES-2014-1879971,"Enermax Numeric Keypad, Ergonomic",0,59,1,Technology
4564,ES-2014-1913133,"Wilson Jones 3-Hole Punch, Clear",0,110,4,Office Supplies
4565,ES-2014-1913487,"Hon Bag Chairs, Red",3,41,1,Furniture
4566,ES-2014-1920688,"SanDisk Router, Programmable",0,774,3,Technology
4567,ES-2014-1922828,"Rubbermaid Photo Frame, Black",0,104,2,Furniture
4568,ES-2014-1928209,"Cardinal Binder, Durable",0,92,6,Office Supplies
4569,ES-2014-1931437,"GlobeWeis Clasp Envelope, Security-Tint",0,49,4,Office Supplies
4570,ES-2014-1931437,"Brother Copy Machine, Color",0,527,2,Technology
4571,ES-2014-1933744,"Novimex Executive Leather Armchair, Red",3,1657,4,Furniture
4572,ES-2014-1933744,"Tenex Box, Industrial",3,61,4,Office Supplies
4573,ES-2014-1951445,"Stanley Markers, Water Color",0,127,5,Office Supplies
4574,ES-2014-1956763,"Kraft Mailers, with clear poly window",3,148,4,Office Supplies
4575,ES-2014-1963124,"Hon Legal Exhibit Labels, 5000 Label Set",0,45,4,Office Supplies
4576,ES-2014-1969776,"Stanley Pens, Water Color",2.5,33,5,Office Supplies
4577,ES-2014-1969776,"Wilson Jones Binding Machine, Durable",15,25,1,Office Supplies
4578,ES-2014-1969776,"Wilson Jones Binding Machine, Recycled",15,74,3,Office Supplies
4579,ES-2014-1969776,"SanDisk Parchment Paper, Recycled",2.5,17,2,Office Supplies
4580,ES-2014-1976630,"Cuisinart Blender, Black",0,133,2,Office Supplies
4581,ES-2014-1976630,"Stanley Markers, Easy-Erase",0,112,5,Office Supplies
4582,ES-2014-1976630,"Rogers Box, Blue",0,48,2,Office Supplies
4583,ES-2014-1976630,"Motorola Audio Dock, VoIP",0,520,3,Technology
4584,ES-2014-1980416,"Deflect-O Light Bulb, Black",6,46,3,Furniture
4585,ES-2014-1981492,"Stockwell Clamps, 12 Pack",0,93,5,Office Supplies
4586,ES-2014-1984595,"Avery Binder, Recycled",0,80,6,Office Supplies
4587,ES-2014-1984595,"Brother Fax Machine, Color",0,1600,5,Technology
4588,ES-2014-1987504,"Sharp Copy Machine, High-Speed",4.5,610,3,Technology
4589,ES-2014-1992981,"Sanford Sketch Pad, Water Color",0,341,7,Office Supplies
4590,ES-2014-1992981,"Fellowes Lockers, Single Width",3,560,3,Office Supplies
4591,ES-2014-1992981,"Stiletto Letter Opener, Easy Grip",0,57,2,Office Supplies
4592,ES-2014-1995148,"Deflect-O Door Stop, Ergonomic",9,60,2,Furniture
4593,ES-2014-1995148,"Ibico Binding Machine, Clear",0,204,4,Office Supplies
4594,ES-2014-1995148,"Fiskars Box Cutter, Easy Grip",0,74,2,Office Supplies
4595,ES-2014-1995148,"Nokia Audio Dock, Full Size",0,336,2,Technology
4596,ES-2014-2012335,"Stanley Canvas, Fluorescent",3,91,2,Office Supplies
4597,ES-2014-2012335,"Acme Letter Opener, Steel",3,133,5,Office Supplies
4598,ES-2014-2013796,"Rubbermaid Stacking Tray, Ergonomic",0,71,3,Furniture
4599,ES-2014-2013796,"Wilson Jones Hole Reinforcements, Clear",0,16,4,Office Supplies
4600,ES-2014-2015673,"Binney & Smith Canvas, Water Color",3,98,2,Office Supplies
4601,ES-2014-2015673,"Sanford Canvas, Blue",3,91,2,Office Supplies
4602,ES-2014-2015673,"Wilson Jones 3-Hole Punch, Durable",3,53,2,Office Supplies
4603,ES-2014-2015673,"Rogers Lockers, Blue",6,169,1,Office Supplies
4604,ES-2014-2015673,"Rogers Shelving, Wire Frame",6,245,5,Office Supplies
4605,ES-2014-2018081,"Wilson Jones 3-Hole Punch, Durable",0,88,3,Office Supplies
4606,ES-2014-2022735,"Sanford Highlighters, Easy-Erase",0,16,1,Office Supplies
4607,ES-2014-2022735,"Sanford Markers, Water Color",0,53,2,Office Supplies
4608,ES-2014-2022735,"Avery Binder Covers, Recycled",0,11,1,Office Supplies
4609,ES-2014-2022735,"Avery Hole Reinforcements, Economy",0,13,3,Office Supplies
4610,ES-2014-2022735,"Ibico Binder Covers, Durable",0,45,3,Office Supplies
4611,ES-2014-2022735,"Belkin Flash Drive, USB",0,84,2,Technology
4612,ES-2014-2022735,"Samsung Office Telephone, with Caller ID",0,130,2,Technology
4613,ES-2014-2033123,"Brother Fax and Copier, High-Speed",4.5,484,3,Technology
4614,ES-2014-2034971,"Bush Classic Bookcase, Metal",3,1113,3,Furniture
4615,ES-2014-2039034,"Boston Canvas, Blue",0,161,3,Office Supplies
4616,ES-2014-2039034,"Smead Lockers, Single Width",3,1250,7,Office Supplies
4617,ES-2014-2039846,"Acco 3-Hole Punch, Economy",0,90,3,Office Supplies
4618,ES-2014-2042093,"Enermax Keyboard, Programmable",0,170,2,Technology
4619,ES-2014-2042578,"Tenex Clock, Ergonomic",0,342,7,Furniture
4620,ES-2014-2045351,"Green Bar Computer Printout Paper, Multicolor",0,156,5,Office Supplies
4621,ES-2014-2057259,"Sanford Sketch Pad, Easy-Erase",0,137,3,Office Supplies
4622,ES-2014-2057259,"Ibico Index Tab, Clear",0,18,2,Office Supplies
4623,ES-2014-2057259,"Green Bar Parchment Paper, Multicolor",0,109,6,Office Supplies
4624,ES-2014-2067525,"Dania Library with Doors, Metal",3,977,3,Furniture
4625,ES-2014-2067525,"Jiffy Mailers, with clear poly window",0,122,3,Office Supplies
4626,ES-2014-2082412,"Ibico Binder Covers, Clear",0,39,3,Office Supplies
4627,ES-2014-2083963,"Cameo Clasp Envelope, with clear poly window",0,78,6,Office Supplies
4628,ES-2014-2095035,"Acme Scissors, Serrated",0,177,8,Office Supplies
4629,ES-2014-2097725,"Sanford Sketch Pad, Blue",0,273,6,Office Supplies
4630,ES-2014-2105640,"Eldon Lockers, Wire Frame",0,591,3,Office Supplies
4631,ES-2014-2105640,"Nokia Headset, Full Size",0,521,7,Technology
4632,ES-2014-2106732,"Fellowes Folders, Blue",0,79,3,Office Supplies
4633,ES-2014-2107262,"Rubbermaid Clock, Ergonomic",0,244,5,Furniture
4634,ES-2014-2107262,"Eaton Computer Printout Paper, Multicolor",0,28,1,Office Supplies
4635,ES-2014-2114988,"Konica Inkjet, Wireless",3,846,3,Technology
4636,ES-2014-2116393,"Boston Markers, Fluorescent",0,83,3,Office Supplies
4637,ES-2014-2120735,"Safco Floating Shelf Set, Pine",0,594,3,Furniture
4638,ES-2014-2122175,"Enermax Parchment Paper, Multicolor",0,67,4,Office Supplies
4639,ES-2014-2122175,"HP Personal Copier, Digital",0,744,6,Technology
4640,ES-2014-2139416,"BIC Sketch Pad, Water Color",0,415,8,Office Supplies
4641,ES-2014-2151781,"Boston Markers, Blue",0,105,4,Office Supplies
4642,ES-2014-2156896,"Fellowes Folders, Single Width",12,16,1,Office Supplies
4643,ES-2014-2175949,"Nokia Smart Phone, Full Size",0,2549,4,Technology
4644,ES-2014-2178876,"Eldon File Cart, Industrial",3,806,7,Office Supplies
4645,ES-2014-2178876,"Enermax Keyboard, Ergonomic",0,163,2,Technology
4646,ES-2014-2178876,"Panasonic Inkjet, Wireless",0,624,2,Technology
4647,ES-2014-2189069,"Tenex Stacking Tray, Ergonomic",9,134,8,Furniture
4648,ES-2014-2189069,"Avery Binding Machine, Economy",0,293,6,Office Supplies
4649,ES-2014-2189069,"Cardinal Binder, Durable",0,31,2,Office Supplies
4650,ES-2014-2189069,"Kraft Mailers, Security-Tint",0,40,1,Office Supplies
4651,ES-2014-2189069,"Smead Legal Exhibit Labels, Alphabetical",0,44,4,Office Supplies
4652,ES-2014-2194172,"Hoover Blender, White",3,264,3,Office Supplies
4653,ES-2014-2194172,"Avery Binding Machine, Clear",0,97,2,Office Supplies
4654,ES-2014-2194172,"Cardinal Binder, Economy",0,14,1,Office Supplies
4655,ES-2014-2194172,"Ibico Index Tab, Durable",0,19,2,Office Supplies
4656,ES-2014-2194172,"Accos Clamps, Bulk Pack",0,39,2,Office Supplies
4657,ES-2014-2199059,"Ibico Binding Machine, Durable",0,159,3,Office Supplies
4658,ES-2014-2199059,"Kleencut Shears, High Speed",0,187,4,Office Supplies
4659,ES-2014-2199059,"Canon Fax and Copier, Laser",0,191,1,Technology
4660,ES-2014-2200615,"Tenex Light Bulb, Duo Pack",0,57,3,Furniture
4661,ES-2014-2200615,"Acco Binding Machine, Durable",0,473,9,Office Supplies
4662,ES-2014-2200615,"Wilson Jones 3-Hole Punch, Durable",0,118,4,Office Supplies
4663,ES-2014-2200615,"Stiletto Letter Opener, Easy Grip",0,57,2,Office Supplies
4664,ES-2014-2210580,"Cardinal Binding Machine, Clear",3,222,5,Office Supplies
4665,ES-2014-2210580,"Tenex File Cart, Single Width",6,215,2,Office Supplies
4666,ES-2014-2221182,"Sanford Markers, Easy-Erase",0,47,2,Office Supplies
4667,ES-2014-2221182,"Smead Folders, Industrial",0,18,1,Office Supplies
4668,ES-2014-2226967,"Eldon Door Stop, Duo Pack",0,251,5,Furniture
4669,ES-2014-2226967,"Brother Fax and Copier, Color",0,386,2,Technology
4670,ES-2014-2228032,"BIC Pens, Fluorescent",0,16,1,Office Supplies
4671,ES-2014-2228032,"Accos Staples, 12 Pack",0,52,5,Office Supplies
4672,ES-2014-2228032,"Stockwell Push Pins, 12 Pack",0,27,2,Office Supplies
4673,ES-2014-2233840,"Cuisinart Blender, White",3,117,2,Office Supplies
4674,ES-2014-2233840,"Cisco Office Telephone, Cordless",0,916,11,Technology
4675,ES-2014-2243017,"Enermax Router, Programmable",0,520,2,Technology
4676,ES-2014-2243017,"Logitech Router, USB",0,495,2,Technology
4677,ES-2014-2243017,"Okidata Card Printer, Wireless",12,211,2,Technology
4678,ES-2014-2265679,"Stanley Canvas, Fluorescent",0,101,2,Office Supplies
4679,ES-2014-2271414,"Ikea Library with Doors, Mobile",3,659,2,Furniture
4680,ES-2014-2271414,"Hoover Toaster, Black",3,224,3,Office Supplies
4681,ES-2014-2271414,"Cardinal 3-Hole Punch, Durable",0,212,7,Office Supplies
4682,ES-2014-2271414,"Xerox Message Books, Recycled",0,20,1,Office Supplies
4683,ES-2014-2271414,"Rogers File Cart, Single Width",3,382,3,Office Supplies
4684,ES-2014-2271414,"SanDisk Router, Ergonomic",0,508,2,Technology
4685,ES-2014-2271414,"Brother Wireless Fax, Digital",4.5,965,3,Technology
4686,ES-2014-2271414,"HP Copy Machine, Color",4.5,206,1,Technology
4687,ES-2014-2280822,"Jiffy Business Envelopes, Security-Tint",0,32,2,Office Supplies
4688,ES-2014-2280822,"Enermax Parchment Paper, Multicolor",0,34,2,Office Supplies
4689,ES-2014-2280822,"Fellowes Folders, Industrial",0,81,3,Office Supplies
4690,ES-2014-2280822,"Rogers Shelving, Wire Frame",0,184,3,Office Supplies
4691,ES-2014-2280822,"Tenex Trays, Blue",0,271,5,Office Supplies
4692,ES-2014-2280822,"Kleencut Scissors, Serrated",0,57,3,Office Supplies
4693,ES-2014-2282871,"Binney & Smith Highlighters, Water Color",0,79,4,Office Supplies
4694,ES-2014-2282871,"Acco Hole Reinforcements, Durable",0,24,3,Office Supplies
4695,ES-2014-2282871,"Rogers File Cart, Industrial",3,637,5,Office Supplies
4696,ES-2014-2283801,"Stanley Canvas, Fluorescent",0,152,3,Office Supplies
4697,ES-2014-2283801,"Ibico Hole Reinforcements, Recycled",0,51,7,Office Supplies
4698,ES-2014-2286229,"Rubbermaid Light Bulb, Ergonomic",0,122,7,Furniture
4699,ES-2014-2286229,"Boston Sketch Pad, Blue",0,49,1,Office Supplies
4700,ES-2014-2286435,"Avery Binder, Clear",0,111,9,Office Supplies
4701,ES-2014-2299862,"Eldon Folders, Wire Frame",3,29,2,Office Supplies
4702,ES-2014-2299862,"Sharp Fax Machine, High-Speed",0,882,3,Technology
4703,ES-2014-2299862,"Epson Printer, White",0,2088,8,Technology
4704,ES-2014-2301611,"Fellowes File Cart, Wire Frame",3,245,2,Office Supplies
4705,ES-2014-2318279,"Green Bar Memo Slips, Premium",0,102,6,Office Supplies
4706,ES-2014-2320221,"Ikea Stackable Bookrack, Mobile",3,450,4,Furniture
4707,ES-2014-2320221,"Ibico Index Tab, Clear",0,62,7,Office Supplies
4708,ES-2014-2320221,"Avery Removable Labels, Adjustable",0,17,2,Office Supplies
4709,ES-2014-2323716,"Dania Classic Bookcase, Traditional",0,1232,3,Furniture
4710,ES-2014-2323716,"Deflect-O Frame, Black",0,990,9,Furniture
4711,ES-2014-2331802,"Binney & Smith Canvas, Fluorescent",3,142,3,Office Supplies
4712,ES-2014-2331802,"Sanford Markers, Easy-Erase",3,64,3,Office Supplies
4713,ES-2014-2331802,"Avery Binder Covers, Durable",3,45,4,Office Supplies
4714,ES-2014-2331802,"Novimex Shipping Labels, Adjustable",3,56,7,Office Supplies
4715,ES-2014-2331802,"Green Bar Computer Printout Paper, Recycled",3,53,2,Office Supplies
4716,ES-2014-2331802,"Green Bar Parchment Paper, Recycled",3,60,4,Office Supplies
4717,ES-2014-2332746,"Avery Color Coded Labels, Alphabetical",0,66,5,Office Supplies
4718,ES-2014-2353233,"Smead Legal Exhibit Labels, Laser Printer Compatible",3,30,,Office Supplies
4719,ES-2014-2363123,"BIC Highlighters, Blue",0,95,5,Office Supplies
4720,ES-2014-2364837,"Hoover Refrigerator, Silver",15,527,2,Office Supplies
4721,ES-2014-2366626,"Eldon Shelving, Wire Frame",3,128,3,Office Supplies
4722,ES-2014-2366626,"Smead Shelving, Industrial",3,222,5,Office Supplies
4723,ES-2014-2375662,"Sanford Sketch Pad, Easy-Erase",0,229,5,Office Supplies
4724,ES-2014-2375662,"Memorex Keyboard, Ergonomic",0,138,2,Technology
4725,ES-2014-2379227,"Hewlett Fax Machine, High-Speed",0,954,3,Technology
4726,ES-2014-2385129,"Dania Classic Bookcase, Traditional",6,1314,4,Furniture
4727,ES-2014-2385129,"Rubbermaid Light Bulb, Black",3,34,2,Furniture
4728,ES-2014-2385129,"Samsung Headset, with Caller ID",3,461,7,Technology
4729,ES-2014-2386692,"Tenex Trays, Single Width",3,98,2,Office Supplies
4730,ES-2014-2387068,"Ibico Binder Covers, Clear",0,39,3,Office Supplies
4731,ES-2014-2387068,"Wilson Jones 3-Hole Punch, Recycled",0,85,3,Office Supplies
4732,ES-2014-2388184,"Boston Pencil Sharpener, Water Color",0,64,2,Office Supplies
4733,ES-2014-2388184,"Wilson Jones 3-Hole Punch, Recycled",0,227,8,Office Supplies
4734,ES-2014-2388184,"OIC Clamps, Bulk Pack",0,59,3,Office Supplies
4735,ES-2014-2388184,"Belkin Numeric Keypad, Ergonomic",0,415,7,Technology
4736,ES-2014-2390994,"Kraft Interoffice Envelope, Security-Tint",0,197,4,Office Supplies
4737,ES-2014-2394101,"Okidata Printer, Red",0,1860,7,Technology
4738,ES-2014-2397033,"Stanley Canvas, Fluorescent",0,101,2,Office Supplies
4739,ES-2014-2397033,"HP Wireless Fax, Digital",0,360,1,Technology
4740,ES-2014-2398483,"Accos Paper Clips, Bulk Pack",0,57,4,Office Supplies
4741,ES-2014-2400163,"Boston Sketch Pad, Fluorescent",0,299,6,Office Supplies
4742,ES-2014-2406018,"Binney & Smith Canvas, Fluorescent",0,263,5,Office Supplies
4743,ES-2014-2406018,"Ibico Binder Covers, Recycled",0,70,5,Office Supplies
4744,ES-2014-2406018,"Wilson Jones Binder Covers, Recycled",0,81,7,Office Supplies
4745,ES-2014-2406018,"Brother Fax Machine, Digital",0,955,3,Technology
4746,ES-2014-2411166,"Ikea Library with Doors, Mobile",0,2927,8,Furniture
4747,ES-2014-2411166,"Enermax Note Cards, Multicolor",0,294,9,Office Supplies
4748,ES-2014-2411166,"Apple Office Telephone, Full Size",12,200,5,Technology
4749,ES-2014-2413465,"Tenex Lockers, Industrial",3,553,3,Office Supplies
4750,ES-2014-2416409,"Harbour Creations Rocking Chair, Black",3,911,7,Furniture
4751,ES-2014-2418647,"Stanley Highlighters, Easy-Erase",0,75,5,Office Supplies
4752,ES-2014-2420090,"Binney & Smith Highlighters, Fluorescent",0,54,3,Office Supplies
4753,ES-2014-2421154,"Ikea Library with Doors, Pine",0,2553,7,Furniture
4754,ES-2014-2421154,"Boston Pens, Fluorescent",0,31,2,Office Supplies
4755,ES-2014-2424949,"Rogers Folders, Industrial",0,62,2,Office Supplies
4756,ES-2014-2426190,"Eldon Stacking Tray, Duo Pack",0,32,1,Furniture
4757,ES-2014-2433620,"Lesro Conference Table, Adjustable Height",10.5,1118,2,Furniture
4758,ES-2014-2439745,"Canon Personal Copier, Digital",0,285,2,Technology
4759,ES-2014-2440513,"Bush Corner Shelving, Traditional",3,223,2,Furniture
4760,ES-2014-2440513,"Epson Printer, Durable",4.5,2457,11,Technology
4761,ES-2014-2441398,"Acco Binder, Clear",0,44,3,Office Supplies
4762,ES-2014-2443168,"Binney & Smith Highlighters, Water Color",0,40,2,Office Supplies
4763,ES-2014-2443168,"Eldon Shelving, Industrial",3,132,3,Office Supplies
4764,ES-2014-2445603,"Eaton Parchment Paper, Premium",0,27,2,Office Supplies
4765,ES-2014-2445609,"Binney & Smith Canvas, Water Color",0,109,2,Office Supplies
4766,ES-2014-2445609,"Xerox Parchment Paper, Premium",0,27,2,Office Supplies
4767,ES-2014-2455390,"Bush 3-Shelf Cabinet, Traditional",0,430,3,Furniture
4768,ES-2014-2455390,"Wilson Jones 3-Hole Punch, Clear",0,82,3,Office Supplies
4769,ES-2014-2457136,"Avery Round Labels, Adjustable",0,5,1,Office Supplies
4770,ES-2014-2458882,"Green Bar Message Books, Recycled",0,190,8,Office Supplies
4771,ES-2014-2467627,"Advantus Door Stop, Ergonomic",0,131,3,Furniture
4772,ES-2014-2467627,"Okidata Phone, White",4.5,72,1,Technology
4773,ES-2014-2468091,"Ibico 3-Hole Punch, Clear",0,90,3,Office Supplies
4774,ES-2014-2468091,"Enermax Memory Card, Bluetooth",0,229,2,Technology
4775,ES-2014-2468556,"Sauder Stackable Bookrack, Pine",0,741,5,Furniture
4776,ES-2014-2478031,"Ibico Hole Reinforcements, Economy",0,21,3,Office Supplies
4777,ES-2014-2478031,"Wilson Jones Hole Reinforcements, Clear",0,16,4,Office Supplies
4778,ES-2014-2478031,"Avery File Folder Labels, 5000 Label Set",0,19,2,Office Supplies
4779,ES-2014-2479976,"Binney & Smith Sketch Pad, Blue",0,139,3,Office Supplies
4780,ES-2014-2484644,"Smead Color Coded Labels, 5000 Label Set",0,27,2,Office Supplies
4781,ES-2014-2494639,"Sanford Markers, Easy-Erase",0,71,3,Office Supplies
4782,ES-2014-2495243,"Acco Index Tab, Economy",0,30,3,Office Supplies
4783,ES-2014-2504689,"Eldon Light Bulb, Durable",9,31,2,Furniture
4784,ES-2014-2505511,"Harbour Creations Bag Chairs, Red",15,185,6,Furniture
4785,ES-2014-2505511,"Hewlett Copy Machine, Color",15,663,5,Technology
4786,ES-2014-2505511,"Okidata Printer, Wireless",15,671,5,Technology
4787,ES-2014-2512437,"Cardinal Binder Covers, Clear",0,34,3,Office Supplies
4788,ES-2014-2513617,"HP Wireless Fax, Digital",0,2519,7,Technology
4789,ES-2014-2515763,"StarTech Inkjet, Wireless",0,302,1,Technology
4790,ES-2014-2522974,"Ibico Binder, Durable",0,34,2,Office Supplies
4791,ES-2014-2522974,"Kleencut Trimmer, High Speed",0,207,5,Office Supplies
4792,ES-2014-2523142,"Ibico Binder Covers, Durable",2.5,45,6,Office Supplies
4793,ES-2014-2524646,"BIC Canvas, Water Color",0,114,2,Office Supplies
4794,ES-2014-2524646,"Acco Binding Machine, Economy",0,409,8,Office Supplies
4795,ES-2014-2524646,"Stockwell Paper Clips, Bulk Pack",0,109,8,Office Supplies
4796,ES-2014-2525492,"Bush 3-Shelf Cabinet, Metal",0,143,1,Furniture
4797,ES-2014-2525492,"Sanford Markers, Easy-Erase",0,141,6,Office Supplies
4798,ES-2014-2525492,"Avery Binder, Recycled",0,80,6,Office Supplies
4799,ES-2014-2525492,"Cameo Mailers, with clear poly window",0,83,2,Office Supplies
4800,ES-2014-2538638,"Avery Binding Machine, Economy",0,98,2,Office Supplies
4801,ES-2014-2538638,"Ibico 3-Hole Punch, Economy",0,61,2,Office Supplies
4802,ES-2014-2538638,"Eldon File Cart, Single Width",0,1027,8,Office Supplies
4803,ES-2014-2538638,"Brother Copy Machine, Color",0,1319,5,Technology
4804,ES-2014-2538935,"Sanford Sketch Pad, Fluorescent",0,93,2,Office Supplies
4805,ES-2014-2538935,"Eldon Box, Industrial",0,21,2,Office Supplies
4806,ES-2014-2542619,"Stockwell Rubber Bands, 12 Pack",0,16,1,Office Supplies
4807,ES-2014-2542619,"Novimex Removable Labels, 5000 Label Set",0,49,5,Office Supplies
4808,ES-2014-2546078,"Hon Shipping Labels, Alphabetical",0,11,1,Office Supplies
4809,ES-2014-2546078,"SanDisk Numeric Keypad, Bluetooth",0,221,4,Technology
4810,ES-2014-2548169,"Elite Ruler, High Speed",0,83,6,Office Supplies
4811,ES-2014-2557751,"Stockwell Rubber Bands, Assorted Sizes",0,42,3,Office Supplies
4812,ES-2014-2557751,"Rogers Box, Industrial",3,110,5,Office Supplies
4813,ES-2014-2557751,"Panasonic Calculator, Red",0,332,7,Technology
4814,ES-2014-2567540,"Sanford Markers, Water Color",0,106,4,Office Supplies
4815,ES-2014-2567540,"Ibico Index Tab, Durable",0,28,3,Office Supplies
4816,ES-2014-2567540,"Ames Clasp Envelope, Set of 50",0,22,3,Office Supplies
4817,ES-2014-2567540,"Stockwell Push Pins, Assorted Sizes",0,46,4,Office Supplies
4818,ES-2014-2567540,"Xerox Parchment Paper, Premium",0,40,3,Office Supplies
4819,ES-2014-2572542,"Harbour Creations Shipping Labels, Adjustable",0,28,3,Office Supplies
4820,ES-2014-2574091,"SanDisk Message Books, 8.5 x 11",0,84,3,Office Supplies
4821,ES-2014-2578018,"Ibico Binder, Clear",0,30,2,Office Supplies
4822,ES-2014-2578018,"Fellowes File Cart, Industrial",3,496,4,Office Supplies
4823,ES-2014-2591069,"Stanley Markers, Blue",0,89,4,Office Supplies
4824,ES-2014-2591069,"Sharp Copy Machine, Laser",4.5,1016,5,Technology
4825,ES-2014-2591706,"BIC Canvas, Fluorescent",0,440,8,Office Supplies
4826,ES-2014-2591706,"Cameo Manila Envelope, Set of 50",0,54,2,Office Supplies
4827,ES-2014-2603261,"Stanley Markers, Easy-Erase",0,180,8,Office Supplies
4828,ES-2014-2603261,"Cardinal Hole Reinforcements, Recycled",0,11,2,Office Supplies
4829,ES-2014-2603261,"GlobeWeis Clasp Envelope, Set of 50",0,59,6,Office Supplies
4830,ES-2014-2611605,"Binney & Smith Markers, Blue",0,169,7,Office Supplies
4831,ES-2014-2611605,"Ibico Binder, Recycled",0,32,2,Office Supplies
4832,ES-2014-2611605,"SanDisk Mouse, Programmable",0,119,3,Technology
4833,ES-2014-2623115,"Deflect-O Clock, Ergonomic",0,343,7,Furniture
4834,ES-2014-2623115,"BIC Highlighters, Easy-Erase",0,38,2,Office Supplies
4835,ES-2014-2623115,"Canon Fax and Copier, Laser",0,574,3,Technology
4836,ES-2014-2623757,"Harbour Creations Chairmat, Red",0,144,2,Furniture
4837,ES-2014-2624465,"Bush Floating Shelf Set, Pine",3,311,2,Furniture
4838,ES-2014-2624465,"BIC Highlighters, Water Color",0,22,1,Office Supplies
4839,ES-2014-2624465,"Acco Binding Machine, Recycled",0,206,4,Office Supplies
4840,ES-2014-2624465,"Stockwell Push Pins, Assorted Sizes",0,57,5,Office Supplies
4841,ES-2014-2629745,"Bush Stackable Bookrack, Pine",0,125,1,Furniture
4842,ES-2014-2629745,"Stockwell Push Pins, Assorted Sizes",0,11,1,Office Supplies
4843,ES-2014-2631855,"Binney & Smith Markers, Fluorescent",0,51,2,Office Supplies
4844,ES-2014-2631855,"Stanley Pens, Easy-Erase",0,31,3,Office Supplies
4845,ES-2014-2631855,"Kraft Mailers, Security-Tint",0,240,6,Office Supplies
4846,ES-2014-2631855,"Kleencut Trimmer, Steel",0,163,4,Office Supplies
4847,ES-2014-2637201,"Stockwell Staples, Assorted Sizes",0,39,5,Office Supplies
4848,ES-2014-2637201,"Brother Fax Machine, Laser",0,4141,13,Technology
4849,ES-2014-2637929,"Cuisinart Microwave, Silver",0,558,2,Office Supplies
4850,ES-2014-2637929,"Wilson Jones Binder Covers, Durable",0,25,2,Office Supplies
4851,ES-2014-2637929,"Xerox Note Cards, Premium",0,158,6,Office Supplies
4852,ES-2014-2637929,"Eldon Trays, Wire Frame",3,127,3,Office Supplies
4853,ES-2014-2637929,"Fiskars Shears, Serrated",0,133,3,Office Supplies
4854,ES-2014-2638373,"Sharp Wireless Fax, High-Speed",0,2125,6,Technology
4855,ES-2014-2638645,"Jiffy Business Envelopes, Recycled",0,15,1,Office Supplies
